kl_dog,kl_cat,loss_cat,loss_dog
167390.05,1913.19,9.10893,8.483722
167379.3,1913.0269,10.381769,10.300259
167362.92,1912.8568,8.634858,9.2347765
167347.94,1912.6925,11.542552,12.072727
167331.44,1912.5251,6.5828443,6.4315205
167314.89,1912.548,8.998852,9.041803
167298.36,1912.4248,8.221029,8.160364
167281.88,1912.3464,8.409737,9.075281
167265.4,1912.2161,9.118663,9.157304
167248.92,1912.1161,9.330458,8.815465
167232.4,1912.0927,8.495531,8.493357
167215.94,1911.9495,8.931819,8.940448
167199.45,1911.8257,8.515979,8.471207
167182.97,1911.7164,7.550476,8.026539
167166.52,1911.6108,9.987726,10.287207
167150.02,1911.4441,9.615478,9.429831
167133.56,1911.2738,8.961421,9.161764
167117.11,1911.2886,7.241413,7.1438975
167101.02,1911.144,12.229215,13.355264
167084.55,1910.9889,9.457072,9.459961
167068.3,1910.813,8.094718,8.211731
167051.84,1910.6754,9.716747,9.5469055
167035.45,1910.6829,9.88719,9.375434
167019.0,1910.5155,8.203558,8.2741785
167002.94,1910.3535,9.357617,9.349055
166986.52,1910.1996,9.646519,9.3216715
166970.14,1910.0859,9.506372,9.19792
166954.0,1909.9634,8.870972,9.184533
166937.98,1909.8656,8.659444,8.974763
166921.55,1909.6797,8.147022,7.7863884
166905.1,1909.5931,10.442445,9.965012
166888.67,1909.4679,9.176314,8.81702
166872.22,1909.312,7.3342233,7.1214676
166855.83,1909.1414,8.897392,8.971193
166839.4,1908.9712,8.129788,7.92234
166822.98,1908.8168,7.737036,7.397329
166806.56,1908.6946,9.315636,9.392062
166790.12,1908.709,8.356935,8.25819
166773.7,1908.6237,7.598255,7.440667
166757.3,1908.4972,9.440284,9.595797
166740.98,1908.4219,7.661504,8.04198
166724.56,1908.4227,8.829514,8.483826
166708.16,1908.3362,8.175474,8.35969
166691.83,1908.2145,9.124582,9.579852
166675.45,1908.07,7.463409,7.622417
166659.14,1907.93,9.808269,10.333269
166642.75,1907.899,9.755893,9.217531
166626.36,1907.7194,7.3101034,7.071101
166610.03,1907.5712,8.802904,9.154166
166593.75,1907.466,9.733554,10.123104
166577.42,1907.4081,9.403548,10.054385
166561.06,1907.4309,10.209441,9.860862
166544.72,1907.5197,10.661789,9.954821
166528.36,1907.3416,8.170744,7.4721603
166511.97,1907.3319,9.027041,8.836275
166495.94,1907.283,11.316103,11.204551
166479.56,1907.2357,8.016155,7.9696536
166464.44,1907.0928,10.940682,11.382368
166448.1,1906.94,7.9151692,7.1996026
166431.73,1906.8448,8.982942,8.636053
166415.8,1906.7317,10.896958,10.1819725
166399.48,1906.6461,7.298995,7.938417
166383.17,1906.4702,8.294564,8.335083
166367.92,1906.3013,9.300698,9.413373
166351.6,1906.1322,7.168437,6.9993224
166335.28,1905.9792,8.854911,9.452129
166319.03,1905.9587,9.173706,9.062096
166302.7,1905.9164,7.305994,8.031581
166286.42,1905.8417,8.302672,8.567391
166270.12,1905.6825,8.300679,8.099641
166253.84,1905.5782,7.8456306,7.416445
166237.53,1905.433,7.8122807,7.833453
166221.25,1905.2623,8.920852,9.0361395
166205.0,1905.0919,8.395605,8.908264
166188.69,1904.9376,6.557811,6.770633
166174.23,1904.8679,9.436802,10.087268
166157.94,1904.7083,6.404804,6.0038333
166141.67,1904.5463,7.562425,6.9995627
166125.44,1904.3954,8.147289,8.257242
166109.16,1904.2329,6.5320787,7.406025
166092.88,1904.0697,7.3034167,7.2355328
166076.62,1903.9362,9.600919,10.32293
167123.75,1903.8057,11.08645,11.681684
167107.39,1903.6558,8.643951,9.488309
167091.0,1903.4923,7.7668743,7.9748416
167074.66,1903.3558,10.892937,10.158857
167058.4,1903.2712,8.943544,8.410622
167042.1,1903.0989,10.599783,10.334395
167025.75,1902.9176,8.392545,8.815756
167009.42,1902.8048,10.257437,10.672919
166993.11,1902.6497,8.816123,8.879037
166976.78,1902.5103,9.587724,9.909349
166960.44,1902.3676,9.300302,9.155168
166944.17,1902.2145,9.038367,8.849984
166959.92,1902.1013,8.742184,9.366921
166943.62,1902.045,9.312209,9.534609
166927.31,1902.0126,8.059903,8.474784
166911.0,1901.9253,7.981869,8.084936
166894.67,1901.7876,9.460088,9.62868
166878.34,1901.7347,7.194727,6.917037
166862.08,1901.632,11.359455,10.893419
166845.77,1901.4734,9.375325,9.611167
166829.56,1901.4414,9.846914,9.618486
166813.27,1901.2667,9.4150305,9.661617
166796.98,1901.112,8.510687,8.259479
166780.7,1901.067,11.582004,11.639062
166764.42,1900.9095,8.292655,8.565435
166748.12,1900.7931,9.912283,9.479251
166731.84,1900.6494,9.405717,9.950042
166715.53,1900.496,7.869274,7.9930706
166713.98,1900.337,9.804302,10.066462
166697.7,1900.2186,8.30417,8.653933
166681.45,1900.0397,9.197914,8.982283
166665.22,1899.882,8.809217,8.497376
166648.94,1899.8289,10.813596,11.051499
166632.67,1899.651,7.7140436,7.5665855
166616.42,1899.4832,7.8604465,7.5303473
166600.16,1899.3378,8.846041,9.025693
166583.88,1899.2078,8.539657,8.756702
166567.61,1899.0387,7.314621,7.1277127
166552.4,1898.912,10.60042,10.789129
166536.16,1898.7728,9.256578,8.720973
166519.92,1898.7386,10.505498,10.105123
166503.69,1898.6465,9.071942,9.388605
166487.45,1898.484,9.897681,9.510917
166471.23,1898.388,8.163433,8.440088
166455.0,1898.3379,8.487294,8.990357
166438.77,1898.2428,8.9998665,8.934286
166422.52,1898.1041,7.029705,7.081109
166406.31,1898.0378,9.32413,8.712518
166390.11,1897.8961,9.749645,9.854107
166373.89,1897.7195,8.216956,8.294664
166357.81,1897.5461,10.484801,11.005769
166341.62,1897.3774,8.963203,9.420824
166325.45,1897.2156,8.749796,8.821683
166309.25,1897.0492,7.7649393,8.294369
166293.05,1896.9249,9.207948,8.966906
166276.86,1896.7532,8.052604,7.6999025
166260.64,1896.5797,7.4794106,7.7584233
166244.42,1896.4242,5.9388533,6.943941
166228.27,1896.2943,8.7412405,8.632861
166212.08,1896.1392,9.085901,8.204571
166195.9,1896.1213,9.268311,8.745314
166179.75,1896.0244,9.854147,10.503672
166163.56,1895.9218,7.9978886,8.375447
166147.38,1895.8057,7.969715,8.564889
166131.22,1895.8157,9.073404,9.737208
166115.05,1895.7045,8.453029,8.004052
166098.9,1895.545,8.054639,7.567044
166082.83,1895.398,9.407512,10.164639
166066.64,1895.2598,6.7443676,6.3223896
166050.5,1895.0896,8.052181,8.100374
166034.42,1894.9537,10.07695,10.091993
166018.34,1894.8124,9.259159,8.678604
166002.7,1894.65,8.104171,8.386574
165986.55,1894.4835,8.193155,7.9749327
165970.44,1894.3562,8.3720045,7.964308
166179.16,1894.2004,11.883038,12.251996
166163.0,1894.0645,8.451431,8.380811
166146.86,1893.8964,9.461272,9.007959
166130.69,1893.7421,8.390338,8.618427
166114.52,1893.6017,7.4818654,8.016239
166098.39,1893.4344,9.198346,9.340582
166082.22,1893.3364,8.286008,7.4545264
166066.11,1893.1736,8.280046,8.458752
166050.0,1893.0868,12.386771,11.569988
166033.89,1892.9747,10.3255205,10.896176
166017.75,1892.8059,8.791477,8.486279
166001.62,1892.6343,8.480703,8.524386
165985.5,1892.4998,8.640743,8.329032
165969.38,1892.3829,7.8720856,8.368972
165953.25,1892.2407,9.23106,8.567502
165937.12,1892.1088,8.270994,8.131803
165921.03,1891.9514,11.011345,10.350659
165904.89,1891.7849,7.5516777,7.585518
165888.78,1891.6874,8.085623,7.9970207
165872.66,1891.5319,8.180295,8.668342
165856.56,1891.3873,6.477727,6.6416173
165840.45,1891.2513,7.868327,7.903462
165824.34,1891.0753,5.155526,4.4087358
165808.28,1890.9241,11.044702,11.122703
165792.22,1890.7968,8.707849,8.635934
165776.2,1890.6343,8.466925,8.367088
165760.11,1890.4772,7.4050965,7.14562
165744.02,1890.3342,8.203859,7.5994477
165727.97,1890.2109,7.081427,6.7892847
165711.88,1890.085,7.4084764,7.3924866
165695.84,1889.9572,10.659621,10.225867
165679.8,1889.8213,9.702477,9.727483
165663.77,1889.6665,9.832317,9.298336
165647.73,1889.5376,8.392086,8.573124
165631.67,1889.45,8.814993,8.821972
165615.66,1889.3237,8.795899,8.7108345
165599.69,1889.1791,7.969171,7.7343497
165583.66,1889.023,8.846399,8.054704
165567.72,1888.8856,7.820447,7.4725103
165551.7,1888.7273,7.440389,7.0446787
165535.64,1888.5778,6.430709,7.182342
165519.61,1888.4165,7.9683146,7.94252
165503.6,1888.2579,8.841419,9.067478
165487.62,1888.0935,9.634129,8.894682
165471.61,1887.9427,7.759315,7.659925
165455.6,1887.7963,7.840026,7.772296
165439.61,1887.7246,10.094228,9.9517355
165423.61,1887.5917,10.260231,9.8127775
165407.66,1887.4429,9.712723,9.1356735
165391.7,1887.3577,9.871683,10.896839
165375.69,1887.2661,6.6202583,6.076886
165359.72,1887.1223,9.631355,9.605879
165343.7,1887.0449,8.292659,8.063195
165327.78,1886.9196,9.441811,8.640542
165311.83,1886.765,9.18415,9.411582
165295.83,1886.6676,7.349167,7.9881506
165279.83,1886.5117,7.900613,7.446429
165263.86,1886.3721,7.581233,8.010072
165247.89,1886.2208,6.2646465,5.754273
165231.92,1886.0542,8.139471,8.139345
165215.94,1885.898,8.123939,7.8414726
165199.94,1885.7502,8.019472,7.943412
165184.03,1885.6228,9.599054,8.896224
165168.06,1885.4796,7.2112355,7.1550274
165152.11,1885.3229,8.056908,8.142053
165136.12,1885.255,7.1256824,7.364346
165120.19,1885.1604,9.770677,9.489727
165104.22,1885.0281,7.002125,7.157779
165088.3,1884.8771,10.092382,9.71827
165072.34,1884.743,8.227894,8.204791
165056.4,1884.6384,8.947828,9.044155
165040.47,1884.5428,7.5338335,7.684108
165024.56,1884.4126,9.626135,9.245538
165008.61,1884.2532,7.3387604,7.272393
164992.69,1884.1487,9.183815,9.437677
164976.75,1884.0414,8.578176,8.427594
164960.8,1883.9191,6.402991,5.894178
164944.86,1883.8248,7.834455,7.5589747
164928.94,1883.687,7.9569783,7.8097634
164913.05,1883.5491,7.041093,6.7412257
164897.22,1883.4105,8.412338,8.554565
164881.31,1883.2521,7.4048834,7.428221
164865.42,1883.1532,9.558014,9.596092
164849.61,1883.004,8.929601,8.76433
164833.7,1882.8348,7.504302,7.123488
164817.8,1882.7073,8.273905,8.1421385
164801.92,1882.6085,8.09142,8.991368
164786.03,1882.4629,8.333192,8.853656
164770.17,1882.3436,8.336192,8.661254
164754.36,1882.1969,9.485574,9.120555
164738.52,1882.0355,7.4241753,7.7111926
164722.64,1881.9059,7.440049,7.760539
164706.77,1881.8041,8.400923,8.145164
164690.94,1881.7152,9.381108,9.294825
164675.1,1881.5743,7.094056,6.6039934
164659.2,1881.4193,8.398074,8.082122
164643.38,1881.271,9.383592,9.184508
164627.6,1881.1422,7.731292,7.2544756
164611.72,1880.9971,8.04667,7.569433
164595.88,1880.8707,7.6269093,7.7736444
164580.02,1880.7202,6.390643,6.308837
164564.25,1880.6069,7.5542226,7.395235
164549.0,1880.4487,7.42529,7.360592
164533.14,1880.3052,7.7484136,7.6364837
164519.33,1880.1473,9.143405,8.517896
164503.5,1879.9924,7.197386,6.878532
164487.7,1879.8524,8.813536,8.743296
164471.89,1879.6925,6.1916175,6.4713674
164456.23,1879.5614,7.46101,7.732791
164440.47,1879.4266,10.289795,10.266863
164424.67,1879.2799,8.9490385,9.199106
164408.88,1879.1484,9.5392065,9.264242
164393.06,1879.0199,7.930187,7.664692
164377.27,1878.8859,10.294015,10.34361
164361.48,1878.7454,8.5415535,8.279547
164345.84,1878.5951,10.034195,10.121435
164330.05,1878.4674,8.545884,8.69185
164314.25,1878.3209,8.037726,7.8982472
164298.45,1878.211,6.2275233,6.253552
164282.66,1878.0962,8.773844,8.454867
164266.9,1877.9957,8.9148245,9.137003
164251.11,1877.8422,7.6566763,7.3797607
164235.33,1877.7026,7.0660644,6.764127
164219.55,1877.5958,8.083013,7.9989176
164203.78,1877.4779,8.422238,8.098037
164188.03,1877.3368,8.196249,8.480524
164172.28,1877.209,9.099847,8.651988
164156.55,1877.1272,9.184761,8.894672
164140.81,1876.9915,7.3096857,6.7586102
164125.03,1876.8239,7.241281,6.819158
164109.3,1876.7134,9.845059,9.1674
164093.53,1876.5393,7.384824,7.4967585
164077.77,1876.4321,10.64847,10.410309
164062.06,1876.3206,10.183565,10.268442
164046.38,1876.2057,8.733527,8.424806
164030.62,1876.0745,8.854383,8.842606
164014.88,1875.973,8.382368,8.013603
163999.16,1875.8096,9.067272,9.256131
163983.44,1875.6572,8.940598,9.0108795
163967.7,1875.5525,8.449484,8.212469
163951.98,1875.4364,8.979362,7.6118674
163936.31,1875.2755,9.373236,8.643161
163920.58,1875.1208,7.209194,7.413351
163904.88,1874.9706,7.924794,7.858812
163889.19,1874.8091,7.417768,7.9788175
163873.5,1874.6556,8.871279,8.259867
163857.8,1874.5187,9.154251,9.382033
163842.12,1874.3702,8.463282,7.9812255
163826.42,1874.2201,8.2295265,7.591007
163810.73,1874.1451,10.876061,10.110086
163795.1,1874.0759,9.348624,8.828648
163779.45,1873.959,10.305225,10.06308
163763.78,1873.8767,9.493917,9.116347
163748.11,1873.8181,6.3728642,6.5732436
163732.42,1873.7507,9.18658,8.515757
163716.78,1873.6245,9.088696,9.106924
163701.11,1873.4784,9.156204,9.061906
163685.44,1873.329,8.409407,8.004059
163669.77,1873.2128,9.6178465,8.959717
163654.12,1873.0665,9.331205,9.332667
163638.45,1872.9363,8.921732,8.588328
163622.78,1872.8276,7.2305727,7.020792
163607.11,1872.7152,7.4458423,7.8848634
163591.45,1872.5956,7.493132,7.318986
163575.9,1872.5051,12.0439415,11.818238
163560.27,1872.3677,10.251847,10.032614
163544.62,1872.2339,6.716315,7.2110777
163529.0,1872.129,8.311833,8.100444
163513.36,1872.0215,7.4145594,7.2672024
163497.7,1871.8729,8.731456,8.022468
163482.03,1871.7437,7.57869,7.198032
163466.44,1871.6127,7.8950763,7.3722434
163450.92,1871.4926,8.363767,8.484285
163435.34,1871.3955,7.8807907,7.424355
163419.69,1871.2883,7.035814,7.1686206
163404.06,1871.265,6.742067,7.145539
163388.48,1871.1703,9.1328335,9.131556
163372.89,1871.123,7.6041846,7.257942
163357.28,1871.0087,8.453095,8.234825
163341.67,1871.0118,9.237194,8.756262
163326.06,1870.8767,7.732689,7.6331644
163310.45,1870.7811,8.821286,8.869565
163294.83,1870.6761,8.180168,7.890878
163279.27,1870.5583,10.571282,10.424685
163263.66,1870.4244,5.9516335,5.651449
163248.1,1870.3007,9.734556,9.054494
163232.52,1870.1726,8.100743,7.8950467
163217.0,1870.1296,10.675947,10.591214
163201.44,1870.0784,8.738695,9.944163
163185.83,1869.9551,7.3532476,7.176088
163170.25,1869.7979,8.354099,7.773836
163154.67,1869.7336,8.719684,8.611503
163139.08,1869.6484,7.2446833,6.591014
163123.53,1869.4954,7.9165745,8.365753
163107.95,1869.359,8.297305,8.637689
163092.38,1869.1989,5.854529,5.8106794
163076.84,1869.085,8.268986,8.241535
163061.28,1868.9521,7.474765,7.0646644
163045.72,1868.7963,7.774637,7.2782183
163030.16,1868.6666,6.6785517,6.6557326
163014.61,1868.5284,7.1464643,6.4192004
162999.08,1868.417,8.415739,7.967375
162983.66,1868.3064,8.634016,8.682405
162968.12,1868.2212,7.52207,7.6216803
162952.64,1868.1066,9.529528,9.505864
162937.08,1867.9718,7.334602,7.7046537
162921.56,1867.886,7.244455,7.2522626
162906.05,1867.7871,8.5505905,8.278174
162890.5,1867.6449,7.3435555,7.0653925
162874.98,1867.5116,7.629175,7.047773
162859.47,1867.3556,6.8932223,6.8754992
162843.97,1867.2462,6.9340296,6.976842
162828.48,1867.1088,7.302563,7.453128
162812.95,1867.0284,7.513172,7.351339
162797.45,1866.9078,6.819112,6.500907
162781.95,1866.8049,7.7193832,7.2706637
162766.47,1866.6835,8.87248,8.637495
162751.03,1866.63,8.796236,8.595199
162735.56,1866.5579,8.025566,7.7691627
162720.06,1866.5311,7.6101336,7.4721565
162704.58,1866.427,8.906383,8.362383
162689.08,1866.3135,8.755477,8.442842
162673.58,1866.1652,6.5982018,6.50016
162658.11,1866.052,6.745726,6.7122097
162642.62,1865.9137,7.684169,7.536156
162627.16,1865.7673,7.4881945,7.242612
162611.72,1865.6796,9.902271,10.033933
162596.23,1865.561,6.121533,5.862119
162580.78,1865.4869,7.7141504,7.9596367
162565.33,1865.3793,7.352057,7.6744256
162549.88,1865.2411,7.750828,7.029054
162534.42,1865.115,7.6006727,7.5466704
162518.97,1864.995,8.333301,7.909388
162503.52,1864.8762,8.852929,8.170226
162488.08,1864.7344,7.0161614,7.146692
162472.66,1864.6177,8.079742,8.41321
162457.22,1864.4532,9.27869,9.112573
162441.77,1864.3151,6.874526,7.1157837
162426.31,1864.2067,7.008694,6.6464224
162410.86,1864.1106,8.241435,7.7601447
162395.42,1863.9891,6.5612006,6.445209
162380.02,1863.8661,6.8989654,6.850186
162364.61,1863.7426,7.6606116,7.1692014
162349.19,1863.6198,6.873356,6.9583807
162333.78,1863.5621,8.685705,9.142693
162318.34,1863.476,7.118673,6.8861246
162302.94,1863.3671,6.4611864,6.490589
162287.53,1863.2537,8.987238,8.626534
162272.16,1863.2299,10.122004,10.383782
162256.78,1863.1322,8.407534,8.279663
162241.39,1863.0573,8.458336,8.363168
162226.06,1862.9574,7.096856,7.460715
162210.72,1862.8583,9.004675,8.759409
162195.39,1862.7435,8.730624,8.321843
162180.0,1862.644,7.08333,7.379856
162164.62,1862.5802,9.43835,9.148554
162149.25,1862.4648,7.9038095,7.5373726
162133.88,1862.3335,6.987342,7.513843
162118.5,1862.1937,7.483604,7.119825
162103.16,1862.0421,9.140375,8.956653
162087.77,1861.9628,8.162402,7.9930596
162072.39,1861.8088,6.7325654,6.4517546
162057.05,1861.6732,8.298779,7.3690925
162041.69,1861.6017,8.207989,8.087189
162026.34,1861.461,7.3337097,6.7620335
162011.0,1861.3306,7.58886,7.791684
161995.72,1861.1959,9.377145,9.296506
161980.34,1861.0376,7.5902834,7.6170635
161965.0,1860.8752,7.8586926,8.117197
161949.66,1860.7197,7.607194,7.187794
161934.31,1860.5726,7.3670235,7.174968
161918.97,1860.446,7.901248,7.952231
161903.66,1860.3033,6.417291,6.8762846
161888.36,1860.1642,8.440111,8.464114
161873.03,1860.0132,7.376292,6.9689717
161857.77,1859.8816,7.9775176,7.793192
161842.44,1859.7421,8.614296,8.399154
161827.12,1859.594,7.842781,7.1805706
161811.81,1859.4315,7.2330704,6.5934176
161796.5,1859.2894,8.201563,7.649827
161781.2,1859.1324,7.199968,6.9121847
161765.9,1858.9946,6.709639,5.9487705
161750.62,1858.8495,8.16617,7.9744287
161735.33,1858.7188,6.6925282,7.403443
161720.02,1858.5686,7.2895207,7.240401
161704.78,1858.4199,7.8198214,7.5770516
161689.47,1858.2632,7.1725283,6.869451
161674.2,1858.1431,8.75817,8.813337
161658.9,1858.03,7.7066073,8.068659
161643.7,1857.868,7.8524485,7.6923356
161628.4,1857.7327,5.830256,5.9176054
161613.11,1857.666,7.643729,7.2407255
161597.83,1857.5436,7.5860953,7.584898
161582.55,1857.4001,7.8743896,7.5857544
161567.27,1857.2826,7.000818,6.6851187
161551.98,1857.1644,6.607521,5.7693434
161536.72,1857.076,8.977483,8.88878
161521.5,1856.9432,8.499484,8.46125
161506.2,1856.8491,6.146022,5.9925795
161490.92,1856.7273,7.20265,7.5033407
161475.66,1856.5876,7.716283,7.547204
161460.44,1856.4606,6.940988,6.787167
161445.19,1856.3574,8.520124,8.413157
161429.94,1856.2051,6.322256,6.0104833
161414.72,1856.0623,7.4511514,7.2759595
161399.47,1855.9849,7.1369123,7.2277937
161384.27,1855.8824,8.4188595,8.35743
161369.02,1855.7667,6.5614023,6.8338213
161353.8,1855.61,7.6821527,7.4554596
161338.56,1855.4707,7.040412,6.736129
161323.38,1855.3689,9.020301,8.881758
161308.14,1855.2238,6.0649705,6.0770197
161292.94,1855.0972,6.8957486,6.8023996
161277.75,1854.9532,7.277618,7.3367496
161262.56,1854.8058,7.095326,7.167608
161247.39,1854.6741,8.37615,8.105168
161232.17,1854.5737,8.996208,8.955228
161216.98,1854.4443,6.961793,6.6133704
161201.8,1854.3704,7.1898766,7.6055446
161186.58,1854.2916,7.909244,7.2732863
161171.39,1854.1783,7.967236,7.875678
161156.2,1854.068,6.942352,7.0337567
161141.02,1854.0364,9.186738,8.53417
161125.95,1853.9371,7.8944526,8.143894
161110.77,1853.8483,7.548705,7.181262
161095.64,1853.7294,7.583743,7.3909535
161080.45,1853.5841,7.0820756,7.3607836
161065.27,1853.4464,7.8042684,7.701423
161050.11,1853.3228,7.492256,6.986705
161034.98,1853.222,8.355462,7.8176584
161019.83,1853.0892,7.9958873,7.4419727
161004.69,1852.9673,7.112831,6.8739133
160989.55,1852.8608,9.029216,8.881062
160974.4,1852.729,7.838219,7.3816385
160959.25,1852.5848,6.82635,6.8692517
160944.14,1852.446,11.467505,10.81826
160928.98,1852.3176,7.2909284,7.163182
160913.84,1852.2194,7.8653717,7.3477707
160898.73,1852.0763,7.3194137,7.4033957
160883.67,1851.9396,8.210242,8.447741
160868.61,1851.8146,9.187731,8.532882
160853.47,1851.682,6.4817886,6.1534367
160838.33,1851.5591,7.7426977,7.722279
160823.23,1851.4537,8.540711,8.028815
160808.08,1851.3672,9.188158,8.067788
160792.98,1851.2653,8.673564,8.716031
160777.86,1851.1184,7.652813,8.779703
160762.77,1850.9867,8.333999,8.2273855
160747.66,1850.8389,7.5813646,7.060043
160732.58,1850.6998,7.327259,6.77643
160717.47,1850.5952,7.529727,7.2716208
160702.39,1850.4928,8.103848,7.7161856
160687.31,1850.4047,9.711889,9.9060545
160672.19,1850.2875,6.958378,6.807122
160657.1,1850.1525,6.5136285,5.9771285
160642.0,1850.0062,7.6528025,7.180083
160626.92,1849.8716,8.328666,8.1489725
160611.86,1849.7406,6.401284,5.999171
160596.75,1849.6277,6.820609,6.8762045
160581.66,1849.4946,8.411395,8.537155
160566.58,1849.3849,7.5185814,7.494178
160551.52,1849.2698,8.149826,7.991292
160536.45,1849.1227,7.079081,7.248836
160521.39,1849.0923,6.9381013,7.119082
160506.36,1848.9832,8.851928,8.112902
160491.31,1848.8616,7.5916715,7.282378
160476.25,1848.7454,8.2411585,8.092986
160461.23,1848.6011,9.117933,8.105869
160446.2,1848.4628,8.220612,8.378554
160431.12,1848.3218,7.9181604,7.143038
160416.1,1848.1947,10.102522,9.459361
160401.03,1848.0789,6.8813734,6.6165724
160385.98,1847.953,9.45373,8.737296
160370.97,1847.8204,6.545673,6.4851327
160355.97,1847.7927,8.491327,8.238832
160341.0,1847.6432,7.248348,7.623605
160325.97,1847.5345,8.551591,8.12408
160310.92,1847.4409,7.367714,7.3584948
160295.92,1847.3435,7.8614845,7.454023
160280.88,1847.1956,8.33267,8.095854
160265.84,1847.1267,8.890608,9.022244
160250.84,1847.0101,8.758156,7.9204793
160235.81,1846.9048,5.7381554,6.227589
160220.81,1846.8301,8.538338,7.5101705
160205.8,1846.695,6.7585955,6.2835197
160190.84,1846.5508,8.319937,7.8989034
160175.83,1846.4795,6.703501,7.1242757
160160.83,1846.3842,6.5758185,7.30677
160145.84,1846.2755,8.772412,8.488232
160130.89,1846.1512,9.072217,9.124462
160115.89,1846.0459,7.409733,6.4949346
160100.89,1845.8977,7.397773,6.8709235
160085.94,1845.7616,7.338081,6.6591525
160070.94,1845.6722,5.480363,5.5303297
160055.97,1845.5854,8.261212,7.974225
160041.02,1845.5242,8.851009,8.016584
160026.02,1845.3842,7.5198584,7.675922
160011.03,1845.2566,7.137956,7.1277056
159996.05,1845.1289,6.4151225,6.5399904
159981.11,1845.0159,7.636589,7.8006225
159966.14,1844.8694,7.2462263,7.213573
159951.17,1844.7894,8.991679,8.660969
159936.28,1844.668,8.650032,8.684455
159921.31,1844.5562,7.6284018,7.6010475
159906.36,1844.447,8.075104,8.150167
159891.42,1844.3549,9.139216,8.749947
159876.48,1844.251,7.1796865,6.834647
159861.5,1844.1354,5.96212,5.9205103
159846.62,1844.0665,8.539951,8.337825
159831.69,1843.9434,7.180621,7.138807
159816.72,1843.7925,5.6260653,5.5049653
159801.8,1843.6367,7.4356823,6.8528624
159786.84,1843.4994,8.073677,7.442588
159771.9,1843.3861,8.83555,8.802394
159756.98,1843.2589,9.346545,9.013623
159742.1,1843.1271,6.6336794,6.7627106
159727.12,1843.0408,6.5082984,6.4314117
159712.2,1842.9144,6.723161,6.3610206
159697.3,1842.8662,6.842907,6.838332
159682.44,1842.7668,7.1124105,7.106681
159667.52,1842.6296,7.381023,7.1220865
159652.6,1842.4838,7.99121,7.533548
159637.67,1842.3904,7.6268706,7.851927
