kl_dog,kl_cat,loss_cat,loss_dog
984.556,5122.6904,6.8934283,6.895108
983.3027,5108.2866,6.406528,6.9743485
981.15826,5093.0024,5.153985,5.4325776
978.6858,5078.3936,5.6272225,5.7209225
977.0591,5064.663,5.5519247,5.4919553
977.46265,5049.833,5.6721683,5.386969
978.1369,5035.8896,9.513339,10.147907
977.2005,5022.3843,5.1296654,4.9381094
977.19867,5024.6797,6.3142905,5.9053903
975.9882,5013.65,6.3795104,7.1757245
975.2004,5000.2603,4.59794,4.661294
973.74915,4985.7524,5.197203,5.749109
971.6677,4971.8257,5.4679737,5.601371
970.42456,4958.933,5.341663,5.468312
973.98773,4948.079,7.842216,7.6044507
973.59015,4934.9927,5.054291,5.5891814
976.4341,4921.022,5.4037657,5.168746
978.79236,4907.776,8.596415,9.181096
981.227,4894.2812,5.4608107,5.590801
980.3268,4883.495,6.068311,6.6788325
980.6535,4869.345,5.9833117,5.3037806
980.23944,4984.217,6.093548,6.244777
979.73315,4971.1646,6.149141,7.1818
977.8008,4957.7217,5.2326784,5.4462624
984.02576,4946.2026,7.372588,7.093067
981.95404,4933.113,5.81196,6.026421
982.847,4919.398,5.924585,5.0986795
982.0609,4906.7925,5.30793,5.3017297
980.84863,4893.924,4.834381,4.718285
978.7515,4881.0166,5.085499,5.294456
977.22174,4867.5107,5.358615,5.3951488
976.9274,4853.8394,6.2623835,5.297865
975.8861,4842.268,6.665274,6.775514
975.4123,4830.0356,5.4534063,6.5297394
975.43085,4819.1147,5.340246,5.3638573
976.50934,4806.1953,5.2573147,5.063061
976.10846,4794.6084,4.888903,4.7214727
974.7808,4783.2407,5.8785033,6.403046
974.1538,4771.392,4.821013,4.6611385
974.3971,4762.1904,6.9065638,6.9596233
973.8697,4752.461,5.9779415,6.5979404
972.8904,4740.796,5.0575085,5.803129
971.2236,4728.801,4.5601645,4.79391
970.7109,4717.916,4.956857,5.6260986
971.513,4707.5537,5.244371,5.211062
969.36285,4696.2876,5.717566,5.963238
970.5264,4684.8374,8.480098,8.930571
1102.2355,4675.166,8.304171,8.649637
1100.2632,4666.552,6.5441494,6.759723
1097.9573,4656.971,4.814684,4.8120193
1095.6282,4647.2793,5.720502,6.526905
1093.0011,4636.1226,5.2181916,5.6001124
1090.961,4625.59,5.8050833,6.021937
1089.5417,4616.2764,7.3298383,7.586377
1087.5166,4605.265,5.3185534,5.6976285
1087.1177,4593.2,6.4689326,5.6201024
1085.7925,4581.656,6.0077553,5.749629
1083.4358,4569.991,5.689085,6.290219
1081.1757,4558.8677,4.801794,4.91551
1079.2435,4549.599,5.383315,5.0890603
1077.1495,4539.4375,5.6595483,5.6921973
1074.6909,4528.895,5.1079025,5.201
1077.073,4520.369,6.547098,6.8024154
1077.061,4509.4507,6.395652,6.6108847
1075.5631,4501.194,5.1430454,5.8108153
1073.8789,4491.271,5.112546,4.9164214
1072.2072,4481.002,6.088551,6.8371615
1070.105,4470.0166,6.9019666,6.821081
1068.2499,4461.553,5.8755703,5.74913
1065.9824,4451.723,5.615439,5.201041
1063.7223,4441.338,4.9854865,4.6449995
1061.7059,4430.4087,5.5299897,5.714842
1075.3871,4419.963,5.7523174,5.816124
1073.3959,4410.287,5.3537145,5.3546815
1071.9205,4401.9004,6.1692066,6.7572603
1070.6763,4391.437,5.404139,5.3715963
1069.5468,4386.5215,6.1574783,6.512771
1068.1111,4375.693,5.625401,5.3096285
1066.6672,4371.964,6.561019,6.9163156
1064.6886,4362.419,4.8502464,4.8769746
1065.3798,4354.253,4.7653747,4.6007547
1063.5856,4344.105,4.5606394,4.80372
1062.8812,4336.6377,6.0188923,6.2841697
1061.9371,4326.069,5.6782703,5.105504
1060.8303,4316.67,4.9143233,4.7743263
1064.669,4306.706,5.198857,4.976438
1063.6445,4297.4204,8.351256,9.008438
1061.54,4287.2466,6.2755203,6.4558306
1061.7994,4277.459,4.7615323,4.8345575
1061.4757,4270.18,6.3073196,5.7344604
1060.6885,4260.026,5.550858,4.899095
1058.9805,4251.1924,5.9237213,7.1391077
1057.3317,4241.8857,5.3938575,5.2449484
1055.4065,4233.2114,4.8619018,5.019469
1055.5549,4225.793,7.703067,7.803974
1055.1228,4217.5737,5.012398,5.8285565
1054.1636,4209.0356,5.089471,5.284953
1053.3413,4201.593,5.258489,5.7499723
1053.6918,4194.3125,4.168381,4.2213187
1053.5223,4184.5566,5.433531,4.9706492
1051.9965,4175.865,4.83609,5.0524044
1050.2451,4166.7275,4.2517905,4.2533436
1049.094,4158.4004,5.0459356,5.017077
1051.437,4151.255,6.802367,6.8741875
1050.2942,4143.6694,5.3946347,6.0186152
1049.8821,4136.057,5.3289347,6.238619
1048.9292,4127.867,5.986795,6.2600193
1048.4293,4119.634,8.005734,8.539733
1052.7535,4110.8506,5.5872555,5.6727257
1051.6967,4102.844,4.705924,4.521764
1050.105,4094.241,4.114576,4.019656
1048.9686,4086.204,6.2797656,6.590875
1048.4373,4080.5085,5.753278,6.148241
1047.5836,4072.8945,5.0980654,5.029212
1046.476,4065.696,4.8787436,4.9352436
1051.3885,4059.096,6.4162025,6.492322
1049.6522,4051.1123,4.912206,5.079216
1050.9257,4042.0586,6.133316,5.5954714
1051.0729,4035.5337,4.2155724,4.2733617
1049.7035,4027.5166,4.900079,4.8827457
1047.8562,4019.6565,4.908124,5.049304
1046.4009,4010.9282,5.319272,5.4867697
1046.1177,4005.5898,5.5552235,5.403635
1045.3668,3998.118,5.4162383,6.2775106
1043.9076,3989.9438,4.5217113,4.656807
1045.9006,3983.8835,6.9562764,6.8039227
1044.8961,3976.5256,4.1343575,4.137593
1044.4922,3969.352,4.680125,4.743243
1044.8947,3963.4158,4.337674,4.2261744
1044.3818,3956.3972,4.2845974,4.1077194
1043.2188,3948.824,4.46989,4.8890643
1044.2798,3940.9082,6.047652,5.8703623
1044.8645,3932.369,5.6912117,5.2130184
1043.6057,3926.267,4.605002,5.449844
1042.2878,3918.043,4.752716,5.4534636
1042.2509,3910.0632,5.6789627,5.5088377
1040.7743,3902.4543,3.919455,3.720056
1040.7446,3898.8552,5.3365808,5.300137
1044.6912,3891.2617,4.4441433,4.1835933
1045.0835,3886.0557,4.0181155,4.1239266
1044.7593,3879.4658,4.3232207,4.5768023
1043.3945,3871.9846,3.7133403,3.9450836
1042.3724,3865.492,4.1211734,3.8575783
1041.98,3857.3325,5.299338,4.696394
1041.5385,3850.977,5.919601,6.0526524
1039.8855,3844.2954,5.7450337,5.922895
1038.7432,3837.429,4.8803806,4.7624574
1041.1006,3832.27,7.3887305,7.1439347
1041.8297,3827.491,3.8804278,3.9310489
1040.5042,3820.917,4.6340194,5.1017413
1040.7546,3817.9915,5.568656,5.5851564
1039.3723,3810.9102,4.1268373,4.12231
1039.0952,3805.6274,6.0092993,6.40213
1038.8574,3800.2385,4.9279885,5.003352
1037.956,3794.1907,3.8549929,4.3409686
1036.5471,3787.8232,5.493988,5.5098696
1039.521,3782.9268,6.947003,7.070427
1040.3806,3775.614,5.181747,5.1367326
1040.4886,3770.3818,5.283117,5.9418445
1040.3987,3764.5068,4.2900076,4.0082545
1041.5146,3757.6765,4.586504,4.500172
1041.3535,3756.0232,4.6483645,5.3332267
1039.9159,3749.3308,3.826467,4.23616
1039.0411,3743.3127,4.46385,5.002443
1039.6366,3736.3162,4.849965,4.6180844
1038.716,3729.0352,5.2671022,4.9646797
1037.922,3724.2646,4.329688,4.5333796
1036.4705,3718.1704,4.9091406,4.9318843
1036.5585,3715.4966,5.158624,5.480475
1036.0918,3708.1526,5.5251637,5.572793
1035.3395,3702.915,4.136823,4.0172935
1034.4622,3695.8103,4.7457895,4.9344163
1033.1421,3689.6335,5.0223475,5.0594997
1035.0104,3683.0366,4.4096107,4.4454055
1034.4136,3678.2932,4.1267304,4.7442546
1034.902,3673.887,4.350149,4.2375984
1040.4419,3669.5535,6.6817307,6.37908
1041.812,3662.9392,5.14953,4.9614153
1041.6067,3655.7498,5.6339693,5.2170377
1040.9163,3650.6575,3.9266427,3.9586916
1039.4996,3645.165,4.883662,5.0589547
1039.2502,3640.8743,5.753013,5.818072
1039.0986,3637.1436,4.563954,4.391696
1038.6144,3632.0513,4.5293565,4.612717
1037.6283,3626.3364,4.2047524,4.5890408
1037.4048,3624.464,4.7167406,5.0710616
1037.2478,3618.9116,5.4891253,5.6618657
1038.1864,3612.8162,4.722631,4.8357525
1038.5443,3610.9915,4.967355,5.001768
1037.2749,3604.7036,4.0043697,3.8894627
1036.0134,3599.3718,4.5623775,4.663972
1036.2438,3595.366,5.177176,5.822259
1035.4911,3588.777,4.9182324,5.26215
1037.6488,3584.6228,6.527118,6.672513
1036.9348,3579.7102,4.5462475,4.658616
1037.4421,3576.0483,3.8403747,4.0022855
1036.7532,3571.8442,4.513929,4.9083767
1035.1913,3565.4973,6.2385163,6.1999507
1034.8142,3560.7195,4.336992,3.980448
1034.591,3558.465,4.842892,5.0996513
1033.5895,3552.949,4.4436545,4.8393373
1032.1996,3546.97,3.6833968,4.0113506
1030.9321,3541.8108,4.4635706,4.2668324
1031.0863,3538.4995,4.067176,4.1436253
1034.7379,3534.927,6.1129293,5.921236
1035.357,3530.5928,5.1970525,5.891374
1036.4644,3524.6836,4.6087346,4.4943666
1035.9081,3520.1394,4.165329,3.9694402
1034.6594,3515.1277,4.573912,4.81394
1034.9819,3511.5159,4.811028,5.3472023
1034.2638,3505.2761,5.605577,5.5848875
1034.3236,3504.1155,5.107188,5.2116346
1032.9879,3498.3618,4.0015917,4.2381134
1032.8364,3494.3267,4.3203726,4.862305
1033.2294,3488.5867,4.7133846,4.975614
1033.879,3485.15,4.226816,3.759281
1033.8993,3480.0156,8.229374,8.281944
1032.3718,3474.8044,5.350073,5.4152784
1031.1992,3470.1997,4.955022,4.687003
1031.1398,3463.9485,5.3187313,4.8218107
1030.4268,3458.6362,4.3763337,4.4198728
1030.202,3454.2246,3.987847,3.9945965
1030.2573,3448.8503,4.5932107,4.9764056
1029.0609,3443.2722,3.2299228,3.5365076
1028.4178,3439.294,4.359531,4.565174
1031.494,3435.9658,6.093085,6.0673156
1031.7257,3435.4924,4.4528036,4.973015
1032.3822,3432.4658,4.613865,5.3888707
1032.513,3428.1726,3.910451,3.648284
1033.1888,3425.0547,4.287998,5.1300454
1033.6763,3422.3613,3.683879,3.5730271
1033.8221,3416.3435,5.19184,5.079547
1033.6926,3411.8975,5.801502,5.842037
1034.5709,3406.725,4.696067,4.4512587
1034.0007,3403.3257,4.080038,5.044203
1033.9999,3402.229,4.7324734,5.0040646
1033.383,3396.61,5.0824523,5.2753787
1037.2223,3393.7373,6.07751,5.842928
1037.6508,3393.0635,5.2833624,5.6352468
1038.3782,3390.0046,4.528907,5.3334618
1037.7194,3386.103,4.3367205,4.716343
1039.5339,3381.111,4.43603,4.3496895
1038.5001,3376.1047,3.7086656,3.9158263
1038.5131,3371.8389,4.1380157,4.01695
1038.2117,3367.9788,4.6890635,4.6478343
1037.1345,3363.5679,4.530882,4.584433
1038.5107,3360.6765,6.2483,6.894127
1038.1611,3354.9536,5.3180547,5.3049335
1037.1753,3350.88,4.4422793,4.4487886
1036.9435,3347.132,3.9629707,3.8602066
1035.8755,3342.0432,3.9157507,3.5003831
1036.471,3338.8457,4.913042,5.334364
1036.8188,3338.8762,4.602588,4.821962
1038.1189,3334.0173,4.0874014,4.1358275
1038.3383,3330.2139,3.928088,4.3433337
1038.0023,3324.863,4.554819,4.903654
1038.2557,3319.3364,4.824324,4.8360033
1036.8617,3314.1577,6.049223,5.9292755
1036.8691,3310.3242,4.7669034,4.330984
1037.5996,3307.344,4.912761,5.4578943
1036.7627,3303.8865,4.0635953,4.0920725
1036.0447,3299.5295,4.1046457,4.6081986
1036.3915,3297.0151,3.9358842,3.9076083
1036.9396,3296.4585,4.74059,5.1519485
1037.6963,3291.6946,4.433117,4.3463306
1037.4203,3290.0981,4.166089,4.4421473
1037.1501,3285.8123,8.151523,8.252089
1035.7488,3280.8118,5.688471,5.6254425
1034.7312,3276.029,3.582956,3.3548236
1035.6174,3272.4836,4.14569,3.7720745
1036.5507,3267.8354,4.086563,4.270459
1036.8416,3263.821,5.2147884,5.8702965
1039.2145,3261.5007,6.80945,7.234605
1038.236,3257.5637,4.793891,4.6119637
1038.3737,3252.2832,5.349206,4.749693
1038.2455,3248.672,3.8848627,4.4049373
1037.7,3244.541,4.63117,4.188463
1038.3173,3239.9893,4.537338,4.2263527
1039.7118,3235.5767,4.1683364,4.5130835
1038.6205,3231.6038,4.7383966,4.8625464
1039.0165,3231.8057,4.184689,4.332449
1039.3514,3228.3716,3.7443745,3.657123
1039.3507,3223.1843,4.6826787,4.702368
1040.4388,3221.4353,4.728528,5.210617
1045.0125,3219.3293,6.4815207,5.722969
1043.9629,3215.0144,3.8407576,4.2259436
1045.8109,3210.667,3.8573854,3.81106
1045.5928,3205.789,4.8297367,5.0842752
1045.1941,3202.6611,4.5835085,4.1753144
1045.8103,3200.432,4.071547,3.6846418
1045.6481,3195.6646,4.7770305,4.9487643
1044.861,3191.2427,4.2277117,4.7072487
1048.325,3189.1443,6.3748264,5.834761
1047.719,3185.4707,4.790489,5.8254976
1047.2083,3181.9246,4.327716,4.6469436
1048.2675,3182.4216,4.460379,5.0657043
1050.54,3178.2727,3.7915878,3.8219368
1050.8615,3174.652,5.0711784,5.265706
1049.865,3171.1958,4.2700434,4.159161
1052.1858,3167.0793,3.914105,3.9129941
1051.9901,3162.194,4.689184,4.7070546
1052.1154,3159.0483,4.63101,4.340638
1053.0901,3157.3757,4.226904,4.2859936
1057.5648,3155.2422,6.6832366,5.520516
1057.4015,3152.5713,3.5762432,3.6120696
1058.009,3153.1487,4.3084383,4.5464506
1056.7823,3149.2651,5.5668945,5.767382
