loss,reconstruction_loss,kl_loss
23613.90625,23279.279296875,334.6285400390625
19120.314453125,18739.171875,381.13519287109375
18031.50390625,17624.564453125,406.9565734863281
17469.033203125,17049.765625,419.26983642578125
16855.123046875,16424.189453125,430.9400329589844
15962.3291015625,15522.388671875,439.9481201171875
15552.6025390625,15106.6474609375,445.9449157714844
15333.7802734375,14883.994140625,449.7877197265625
15166.142578125,14714.05859375,452.07781982421875
15020.9658203125,14566.8837890625,454.0882568359375
14920.966796875,14465.5126953125,455.4533386230469
14827.8564453125,14371.61328125,456.2347717285156
14735.3623046875,14278.908203125,456.4454650878906
14647.68359375,14190.6259765625,457.0611572265625
14557.322265625,14100.748046875,456.5765686035156
14465.30078125,14010.0546875,455.2379455566406
14396.626953125,13941.9482421875,454.6708679199219
14293.6533203125,13838.6748046875,454.9816589355469
14230.26953125,13776.162109375,454.1025695800781
14148.3486328125,13694.0029296875,454.3576354980469
14080.7998046875,13627.0859375,453.7018127441406
14012.8173828125,13557.8486328125,454.9566650390625
13955.537109375,13500.8974609375,454.6426696777344
13897.859375,13442.8564453125,454.9970397949219
13860.8330078125,13405.6689453125,455.16204833984375
13827.748046875,13372.8916015625,454.8583984375
13778.572265625,13322.982421875,455.60302734375
13740.5078125,13284.8544921875,455.65185546875
13706.7392578125,13251.498046875,455.2299499511719
13666.626953125,13210.9853515625,455.63629150390625
13618.951171875,13163.0478515625,455.89752197265625
13598.8544921875,13142.8359375,456.0132751464844
13567.44140625,13111.1064453125,456.3378601074219
13524.3037109375,13067.966796875,456.3354797363281
13473.880859375,13016.9755859375,456.90008544921875
13372.19140625,12913.8291015625,458.369873046875
13301.00390625,12841.982421875,459.00836181640625
13268.296875,12809.0673828125,459.23223876953125
13218.771484375,12758.900390625,459.8728942871094
13181.689453125,12721.7294921875,459.9504089355469
13168.1943359375,12708.044921875,460.154052734375
13118.6513671875,12657.955078125,460.68597412109375
13093.228515625,12632.1796875,461.047119140625
13059.3837890625,12597.646484375,461.7257995605469
13037.5615234375,12575.80859375,461.7555236816406
13012.2705078125,12550.814453125,461.4578552246094
12975.5146484375,12512.896484375,462.61822509765625
12954.310546875,12491.6201171875,462.7036437988281
12935.82421875,12472.990234375,462.8333740234375
12918.345703125,12455.345703125,462.99969482421875
12892.4326171875,12428.89453125,463.537353515625
12868.0390625,12404.6298828125,463.41107177734375
12854.0732421875,12390.125,463.9519348144531
12841.419921875,12377.55078125,463.88470458984375
12813.8203125,12349.7138671875,464.1111145019531
12790.3193359375,12325.27734375,465.0424499511719
12772.783203125,12307.677734375,465.1014404296875
12755.9384765625,12291.0087890625,464.9266052246094
12747.12109375,12281.802734375,465.3105163574219
12722.5166015625,12256.544921875,465.970458984375
12699.328125,12233.328125,465.9990234375
12686.61328125,12220.419921875,466.1881408691406
12667.4375,12200.966796875,466.4625549316406
12642.837890625,12176.1162109375,466.7234191894531
12645.9990234375,12178.9365234375,467.0729675292969
12613.46484375,12145.9140625,467.54718017578125
12609.162109375,12141.9736328125,467.1991882324219
12587.5400390625,12120.109375,467.4244689941406
12573.4189453125,12105.654296875,467.7681579589844
12561.6689453125,12093.935546875,467.7284240722656
12541.3310546875,12072.955078125,468.37774658203125
12533.93359375,12065.5654296875,468.37261962890625
12512.8046875,12043.7392578125,469.0641174316406
12502.634765625,12034.0380859375,468.58740234375
12483.2939453125,12013.8486328125,469.4444274902344
12465.134765625,11995.40625,469.72918701171875
12452.1455078125,11982.072265625,470.0747375488281
12442.763671875,11972.0,470.7591247558594
12426.0888671875,11955.9462890625,470.14697265625
12412.6689453125,11942.02734375,470.63812255859375
12394.1572265625,11923.271484375,470.8804016113281
12380.7939453125,11909.8017578125,470.9987487792969
12366.748046875,11895.2470703125,471.5038757324219
12358.845703125,11887.19140625,471.6563720703125
12343.0966796875,11871.140625,471.9622802734375
12328.4794921875,11856.421875,472.04901123046875
12313.072265625,11840.947265625,472.1268310546875
12298.763671875,11825.9375,472.8171691894531
12282.759765625,11809.912109375,472.84014892578125
12273.744140625,11800.6533203125,473.0899658203125
12257.0693359375,11783.919921875,473.1451110839844
12245.568359375,11772.3154296875,473.25189208984375
12226.3759765625,11752.5390625,473.83404541015625
12219.6533203125,11745.6943359375,473.9703369140625
12203.263671875,11728.787109375,474.4715881347656
12186.9580078125,11712.46875,474.48394775390625
12177.283203125,11702.8330078125,474.4482421875
12159.5048828125,11684.5537109375,474.94708251953125
12149.1884765625,11674.0927734375,475.0941162109375
12142.8173828125,11667.505859375,475.3156433105469
12124.5234375,11649.1875,475.3417663574219
12115.0361328125,11639.5478515625,475.4807434082031
12098.3154296875,11622.60546875,475.71722412109375
12093.5615234375,11617.5,476.06573486328125
12073.8974609375,11597.509765625,476.39715576171875
