loss,reconstruction_loss,kl_loss
13469.3134765625,12994.6708984375,474.6355285644531
13450.7529296875,12975.3837890625,475.3735046386719
13450.5751953125,12975.130859375,475.4486999511719
13438.7900390625,12963.078125,475.71112060546875
13431.9296875,12956.201171875,475.7366027832031
13417.58984375,12941.8388671875,475.7466125488281
13416.48046875,12940.3857421875,476.0962829589844
13401.8662109375,12925.8505859375,476.02813720703125
13397.802734375,12921.318359375,476.47930908203125
13390.1298828125,12913.4560546875,476.65863037109375
13377.228515625,12900.3076171875,476.92926025390625
13367.4140625,12890.33203125,477.08807373046875
13363.3466796875,12886.5126953125,476.8300476074219
13353.869140625,12876.4228515625,477.4424133300781
13338.431640625,12861.0126953125,477.4290466308594
13338.203125,12860.33984375,477.864013671875
13327.6298828125,12849.318359375,478.3158264160156
13321.4326171875,12843.53125,477.90301513671875
13317.2373046875,12838.470703125,478.77032470703125
13300.97265625,12822.1669921875,478.7987060546875
13297.9384765625,12819.419921875,478.5197448730469
13284.7236328125,12805.458984375,479.2574768066406
13281.06640625,12801.7841796875,479.2758483886719
13268.1240234375,12789.1650390625,478.9617004394531
13269.2158203125,12789.525390625,479.6859130859375
13253.2802734375,12773.392578125,479.8830871582031
13244.6591796875,12764.908203125,479.7508850097656
13238.4892578125,12758.4326171875,480.05224609375
13236.0791015625,12755.6865234375,480.38763427734375
13223.8701171875,12743.5595703125,480.32208251953125
13222.078125,12741.5048828125,480.5787658691406
13204.5537109375,12723.5166015625,481.03973388671875
13204.7626953125,12723.6435546875,481.1201477050781
13195.306640625,12713.9443359375,481.35821533203125
13188.3896484375,12706.9462890625,481.45440673828125
13174.091796875,12692.4169921875,481.66815185546875
13174.1455078125,12692.798828125,481.342529296875
13169.2490234375,12687.60546875,481.6405029296875
13154.9970703125,12672.6142578125,482.3793029785156
13148.3125,12665.982421875,482.3316955566406
13138.759765625,12656.3837890625,482.370361328125
13136.8701171875,12654.1826171875,482.688720703125
13123.80859375,12640.9609375,482.849609375
13125.94140625,12642.7197265625,483.228271484375
13111.552734375,12627.9716796875,483.58538818359375
13103.73046875,12620.3486328125,483.38262939453125
13095.884765625,12611.8056640625,484.0780944824219
13089.6259765625,12605.6962890625,483.9324645996094
13076.4052734375,12592.392578125,484.00567626953125
13067.203125,12582.814453125,484.3899230957031
13061.8388671875,12577.3125,484.52117919921875
13055.88671875,12571.01171875,484.87554931640625
13051.2431640625,12566.1484375,485.0929870605469
13039.693359375,12554.6572265625,485.0299377441406
13030.32421875,12545.0419921875,485.2691650390625
13020.962890625,12535.3701171875,485.587890625
13018.9091796875,12532.9697265625,485.93994140625
13010.890625,12524.9970703125,485.8876037597656
13003.4140625,12516.96875,486.45916748046875
12995.830078125,12509.2490234375,486.5916748046875
12981.595703125,12494.5400390625,487.05633544921875
12976.2373046875,12489.134765625,487.0801696777344
12965.1640625,12478.2919921875,486.8689880371094
12959.7265625,12472.86328125,486.86737060546875
12953.3369140625,12465.7578125,487.5736083984375
12934.4599609375,12446.732421875,487.72625732421875
12937.3408203125,12449.251953125,488.092041015625
12923.365234375,12435.0068359375,488.35162353515625
12911.7607421875,12423.541015625,488.2174377441406
12906.0478515625,12417.6572265625,488.38580322265625
12895.2939453125,12406.8916015625,488.4070739746094
12894.12109375,12404.9853515625,489.140869140625
12885.4853515625,12396.25,489.2294921875
12872.0029296875,12382.5986328125,489.4148864746094
12862.3623046875,12372.8359375,489.51593017578125
12863.5673828125,12374.0546875,489.5116882324219
12851.6259765625,12361.7060546875,489.9261169433594
12839.5009765625,12349.6513671875,489.8578796386719
12834.0185546875,12343.98828125,490.0213623046875
12830.154296875,12339.693359375,490.4568786621094
12822.11328125,12331.7421875,490.3757629394531
12811.37109375,12320.455078125,490.9163818359375
12800.251953125,12309.634765625,490.6131286621094
12798.7744140625,12307.736328125,491.0390625
12794.3076171875,12303.3896484375,490.9179992675781
12780.9326171875,12289.4013671875,491.5297546386719
12773.109375,12281.4326171875,491.6708068847656
12769.75390625,12277.5400390625,492.21240234375
12762.8896484375,12270.7177734375,492.1668701171875
12756.3095703125,12264.2255859375,492.09478759765625
12744.7900390625,12252.4306640625,492.3626708984375
12746.935546875,12254.388671875,492.55511474609375
12730.1376953125,12237.4443359375,492.6892395019531
12725.9365234375,12232.6953125,493.2350158691406
12720.392578125,12227.3583984375,493.0438537597656
12709.408203125,12215.77734375,493.62786865234375
12705.98828125,12212.400390625,493.5877685546875
12699.6904296875,12206.333984375,493.36737060546875
12692.291015625,12198.3466796875,493.9427490234375
12685.4619140625,12191.318359375,494.1460876464844
12680.3623046875,12186.0185546875,494.3424377441406
12674.7060546875,12180.7236328125,493.98773193359375
12668.26953125,12173.6572265625,494.6148681640625
12654.857421875,12159.9443359375,494.92352294921875
12651.857421875,12156.9765625,494.88555908203125
12643.2666015625,12147.720703125,495.546630859375
12642.296875,12146.8876953125,495.4203796386719
12631.1650390625,12135.73828125,495.4292297363281
12628.2919921875,12132.6328125,495.6639404296875
12624.6025390625,12128.5947265625,496.0025939941406
12613.2607421875,12117.0673828125,496.1918640136719
12608.05859375,12111.8916015625,496.17388916015625
12601.9873046875,12105.544921875,496.439697265625
12599.5771484375,12102.666015625,496.9076843261719
12588.1611328125,12090.990234375,497.1772155761719
12589.626953125,12092.4462890625,497.2019348144531
12578.3515625,12080.89453125,497.45709228515625
12572.0576171875,12074.3046875,497.75103759765625
12567.8818359375,12070.267578125,497.6139831542969
12562.3671875,12064.4716796875,497.8866882324219
12559.2421875,12061.0419921875,498.1941223144531
12553.5341796875,12055.095703125,498.436279296875
12544.2373046875,12045.60546875,498.629638671875
12540.24609375,12041.28515625,498.96856689453125
12535.83203125,12037.0283203125,498.8008117675781
12525.896484375,12026.716796875,499.188720703125
12526.3564453125,12026.8681640625,499.4822082519531
12516.572265625,12017.1640625,499.4093933105469
12509.5146484375,12009.634765625,499.8685302734375
12509.2802734375,12009.6875,499.5842590332031
12503.037109375,12003.1572265625,499.88031005859375
12493.921875,11993.55859375,500.3519287109375
12492.9443359375,11992.294921875,500.6486511230469
12484.1123046875,11982.7890625,501.320068359375
12478.306640625,11977.1337890625,501.18115234375
12477.427734375,11976.1484375,501.2829895019531
12466.841796875,11965.333984375,501.51263427734375
12464.1943359375,11962.6708984375,501.5362854003906
12463.0029296875,11961.228515625,501.76318359375
12453.818359375,11951.5234375,502.2919006347656
12449.1875,11947.099609375,502.08978271484375
12445.4794921875,11943.283203125,502.197021484375
12433.8388671875,11931.2021484375,502.64373779296875
12434.333984375,11931.3701171875,502.97271728515625
12433.611328125,11930.5693359375,503.04937744140625
12420.125,11916.921875,503.1914978027344
12424.7197265625,11921.236328125,503.4794616699219
12415.42578125,11912.056640625,503.3733215332031
12406.1787109375,11902.203125,503.974853515625
12401.0576171875,11896.7216796875,504.3382263183594
12404.337890625,11900.3564453125,503.99041748046875
12395.8896484375,11891.4609375,504.4254455566406
12395.1435546875,11890.287109375,504.8578186035156
12387.9169921875,11883.0947265625,504.8199768066406
12385.4375,11880.1484375,505.27801513671875
12381.421875,11875.9375,505.4985046386719
12373.3525390625,11867.921875,505.431640625
12371.8291015625,11865.9287109375,505.8958740234375
12363.966796875,11858.1279296875,505.83355712890625
12366.04296875,11859.69921875,506.3481140136719
12358.2529296875,11852.0478515625,506.2001647949219
12351.83984375,11844.9990234375,506.8436584472656
12350.1845703125,11843.6279296875,506.5547790527344
12346.0390625,11839.18359375,506.8554382324219
12338.720703125,11831.6435546875,507.0892639160156
12339.2119140625,11831.9189453125,507.2840881347656
12331.7509765625,11824.515625,507.23101806640625
12326.7294921875,11819.05859375,507.6696472167969
12320.169921875,11812.0908203125,508.0646667480469
12322.7109375,11814.5390625,508.17071533203125
12316.7353515625,11808.7470703125,507.9966735839844
12313.0732421875,11804.2919921875,508.7786560058594
12306.2041015625,11797.666015625,508.53631591796875
12301.556640625,11792.6005859375,508.97186279296875
12305.845703125,11796.7158203125,509.12982177734375
12297.5498046875,11788.333984375,509.21551513671875
12292.2666015625,11782.625,509.6564636230469
12292.3046875,11782.6494140625,509.6508483886719
12286.0400390625,11776.2685546875,509.7779235839844
12282.3857421875,11772.080078125,510.30889892578125
12275.544921875,11765.4052734375,510.1457824707031
12273.033203125,11762.19921875,510.83380126953125
12271.1396484375,11760.4580078125,510.6800231933594
12265.7333984375,11754.7734375,510.96484375
12266.3955078125,11755.591796875,510.80413818359375
12262.9169921875,11751.8388671875,511.0738220214844
12254.208984375,11742.9501953125,511.26416015625
12253.5537109375,11741.908203125,511.6482849121094
12247.2861328125,11735.681640625,511.6037292480469
12242.23046875,11730.4873046875,511.74542236328125
12239.3134765625,11727.220703125,512.08837890625
12238.76953125,11726.4599609375,512.3078002929688
12239.0615234375,11726.365234375,512.6976318359375
12236.955078125,11724.3056640625,512.6633911132812
12223.3212890625,11710.314453125,513.0021362304688
12227.67578125,11714.33984375,513.3290405273438
12219.162109375,11705.9033203125,513.2555541992188
12216.638671875,11702.8125,513.8289184570312
12214.671875,11700.9306640625,513.740966796875
12215.73828125,11701.4873046875,514.2630615234375
12210.935546875,11696.9306640625,514.0046997070312
12206.10546875,11691.689453125,514.4090576171875
12197.5439453125,11682.89453125,514.6506958007812
12197.10546875,11682.275390625,514.8213500976562
12197.6982421875,11682.6455078125,515.0425415039062
12192.912109375,11677.916015625,515.0036010742188
12188.97265625,11673.7587890625,515.2122192382812
12182.8349609375,11667.62890625,515.20263671875
12184.5205078125,11669.0224609375,515.4930419921875
12178.3076171875,11662.5,515.806884765625
12178.0859375,11662.0302734375,516.0610961914062
12177.1181640625,11660.89453125,516.2353515625
12169.732421875,11653.73828125,515.9983520507812
12166.1103515625,11649.3349609375,516.7765502929688
12161.158203125,11644.57421875,516.5845947265625
12166.4599609375,11649.455078125,517.01171875
12161.865234375,11644.6435546875,517.233642578125
12151.9931640625,11634.8349609375,517.1553955078125
12153.2578125,11635.9638671875,517.2960815429688
12148.1826171875,11630.8125,517.3699951171875
12145.26171875,11627.6748046875,517.597412109375
12143.0634765625,11625.25,517.8129272460938
12142.1435546875,11623.921875,518.216796875
12138.3486328125,11620.3388671875,518.0171508789062
12134.748046875,11616.4462890625,518.29833984375
12132.482421875,11613.9462890625,518.5313110351562
12130.228515625,11611.4873046875,518.738037109375
12129.4052734375,11610.6708984375,518.7409057617188
12122.4892578125,11603.2744140625,519.22119140625
12122.296875,11603.060546875,519.2371215820312
12118.109375,11598.5771484375,519.5382690429688
12120.125,11600.72265625,519.4088745117188
12112.44140625,11592.5498046875,519.8895263671875
12108.8017578125,11588.544921875,520.254150390625
12112.337890625,11592.1552734375,520.1885986328125
12104.5380859375,11584.2294921875,520.301513671875
12101.15234375,11580.7607421875,520.388427734375
12101.44140625,11580.921875,520.525146484375
12098.9208984375,11578.0146484375,520.897216796875
12096.154296875,11575.1220703125,521.0278930664062
12091.0537109375,11569.7255859375,521.3323364257812
12091.650390625,11570.4111328125,521.2443237304688
12088.1162109375,11566.5244140625,521.59619140625
12085.9365234375,11564.384765625,521.55419921875
12084.98828125,11562.8994140625,522.092041015625
12078.8876953125,11556.7734375,522.11279296875
12074.9091796875,11552.8134765625,522.0873413085938
12078.0185546875,11555.75,522.2731323242188
12073.9169921875,11551.4306640625,522.4794311523438
12069.9814453125,11547.5595703125,522.4088745117188
12066.4990234375,11543.67578125,522.8289184570312
12065.462890625,11542.451171875,523.013671875
12064.0556640625,11540.5498046875,523.4987182617188
12063.4033203125,11540.00390625,523.4013671875
12058.5751953125,11535.0732421875,523.5037231445312
12050.572265625,11526.9052734375,523.673583984375
12057.03515625,11533.4736328125,523.5675659179688
12051.1201171875,11527.251953125,523.8618774414062
12049.421875,11525.58203125,523.8406982421875
12045.609375,11521.232421875,524.378173828125
12045.0615234375,11520.408203125,524.6524658203125
12043.16015625,11518.8779296875,524.2763671875
12038.109375,11513.39453125,524.7162475585938
12040.2978515625,11515.466796875,524.8390502929688
12036.033203125,11510.6875,525.347900390625
12032.8642578125,11507.6982421875,525.1666870117188
12033.66796875,11508.30078125,525.3739013671875
12027.7265625,11502.2578125,525.4637451171875
12027.7333984375,11502.0458984375,525.6908569335938
12026.462890625,11500.908203125,525.5546264648438
12022.4990234375,11496.654296875,525.8486328125
12019.552734375,11493.6015625,525.9608154296875
12014.4833984375,11488.4306640625,526.05322265625
12018.71484375,11492.7275390625,525.9873046875
12014.208984375,11487.9326171875,526.2789916992188
12010.8115234375,11484.0869140625,526.7208251953125
12007.89453125,11481.1982421875,526.693603515625
12007.4296875,11480.3486328125,527.0740966796875
12007.7177734375,11480.35546875,527.3616943359375
12003.3779296875,11476.0986328125,527.2955322265625
11999.9462890625,11472.490234375,527.4599609375
11998.7060546875,11471.03515625,527.673095703125
11997.6787109375,11469.931640625,527.7435913085938
11997.9716796875,11469.9072265625,528.0653076171875
11995.818359375,11467.7265625,528.09521484375
11988.34375,11460.220703125,528.1226806640625
11988.0009765625,11459.7333984375,528.2662963867188
11985.3916015625,11456.765625,528.6277465820312
11986.3798828125,11458.10546875,528.2620849609375
11982.10546875,11453.419921875,528.6841430664062
11980.3125,11451.181640625,529.128662109375
11981.40625,11452.177734375,529.2333984375
11973.482421875,11444.3125,529.1689453125
11976.0673828125,11446.669921875,529.3954467773438
11974.314453125,11444.91015625,529.4044799804688
11976.6435546875,11446.9267578125,529.7113037109375
11971.8486328125,11442.0478515625,529.8024291992188
11964.2802734375,11434.3583984375,529.927001953125
11962.115234375,11431.79296875,530.3211669921875
11965.0234375,11434.8076171875,530.2183837890625
11962.197265625,11431.7822265625,530.4228515625
11960.8203125,11430.498046875,530.3216552734375
11956.3046875,11425.7421875,530.562744140625
11953.2294921875,11422.2900390625,530.9359741210938
11957.56640625,11426.591796875,530.9794921875
11952.8701171875,11422.0263671875,530.8471069335938
11949.9169921875,11418.67578125,531.2391357421875
11951.365234375,11420.2353515625,531.128173828125
11949.6025390625,11418.1796875,531.4239501953125
11945.267578125,11413.51171875,531.7642822265625
11946.607421875,11414.7939453125,531.810791015625
11940.521484375,11408.6923828125,531.8280029296875
11941.0537109375,11409.0,532.0521850585938
11938.66015625,11406.4189453125,532.2453002929688
11936.87890625,11404.7177734375,532.1613159179688
11938.591796875,11406.4169921875,532.1650390625
11931.1298828125,11398.6875,532.4483032226562
11930.3896484375,11397.8427734375,532.5445556640625
11928.888671875,11396.0126953125,532.8670654296875
11927.9931640625,11395.080078125,532.909912109375
11927.384765625,11394.38671875,533.0009155273438
11928.166015625,11395.0859375,533.0740356445312
11918.9599609375,11385.6748046875,533.2943115234375
11921.96875,11388.591796875,533.3756103515625
11919.96875,11386.298828125,533.6806030273438
11913.8564453125,11380.203125,533.6437377929688
11920.798828125,11386.9580078125,533.850341796875
11914.654296875,11380.5673828125,534.0810546875
11914.16015625,11379.7880859375,534.366455078125
11917.4873046875,11383.3564453125,534.1298828125
11907.654296875,11373.234375,534.4108276367188
11909.8427734375,11375.3359375,534.4982299804688
11907.728515625,11373.435546875,534.2893676757812
11900.693359375,11365.5654296875,535.1346435546875
11905.646484375,11370.6943359375,534.9551391601562
11901.328125,11366.1787109375,535.14892578125
11899.927734375,11364.525390625,535.4053344726562
11895.7138671875,11360.1748046875,535.5429077148438
11897.783203125,11362.267578125,535.5094604492188
11895.9716796875,11360.5888671875,535.3819580078125
11890.634765625,11355.1650390625,535.47265625
11888.927734375,11353.232421875,535.6936645507812
11889.03125,11353.095703125,535.9326171875
11892.78515625,11356.9208984375,535.8638916015625
11886.3515625,11350.1904296875,536.1618041992188
11885.5830078125,11349.380859375,536.1935424804688
11885.966796875,11349.7939453125,536.1710205078125
11887.2421875,11350.654296875,536.587890625
11876.904296875,11340.291015625,536.6109008789062
11880.5751953125,11343.7255859375,536.8501586914062
11879.1923828125,11342.2734375,536.9103393554688
11876.755859375,11339.8837890625,536.8679809570312
11873.1220703125,11336.2568359375,536.864501953125
11875.7158203125,11338.3125,537.4037475585938
11872.484375,11335.0712890625,537.4173583984375
11870.69921875,11333.3212890625,537.3753051757812
11873.2431640625,11335.8349609375,537.4035034179688
11866.5712890625,11329.0546875,537.5187377929688
11865.0087890625,11327.16015625,537.8518676757812
11867.57421875,11329.44921875,538.1250610351562
11862.125,11324.1787109375,537.9448852539062
11861.6787109375,11323.451171875,538.2335205078125
11857.7255859375,11319.2041015625,538.5135498046875
11861.5419921875,11323.01953125,538.5170288085938
